7.77	5.568	4.675	4.177	3.855	3.627	3.457	3.324	3.217	3.129	3.056	2.993	2.939	2.892	2.85	2.813	2.78	2.751	2.724	2.699
7.721	5.526	4.637	4.14	3.818	3.591	3.421	3.288	3.182	3.094	3.021	2.958	2.904	2.857	2.815	2.778	2.745	2.715	2.688	2.664
7.677	5.488	4.601	4.106	3.785	3.558	3.388	3.256	3.149	3.062	2.988	2.926	2.871	2.824	2.783	2.746	2.713	2.683	2.656	2.632
7.636	5.453	4.568	4.074	3.754	3.528	3.358	3.226	3.12	3.032	2.959	2.896	2.842	2.795	2.753	2.716	2.683	2.653	2.626	2.602
7.598	5.42	4.538	4.045	3.725	3.499	3.33	3.198	3.092	3.005	2.931	2.868	2.814	2.767	2.726	2.689	2.656	2.626	2.599	2.574
7.562	5.39	4.51	4.018	3.699	3.473	3.304	3.173	3.067	2.979	2.906	2.843	2.789	2.742	2.7	2.663	2.63	2.6	2.573	2.549
7.53	5.362	4.484	3.993	3.675	3.449	3.281	3.149	3.043	2.955	2.882	2.82	2.765	2.718	2.677	2.64	2.606	2.577	2.55	2.525
7.499	5.336	4.459	3.969	3.652	3.427	3.258	3.127	3.021	2.934	2.86	2.798	2.744	2.696	2.655	2.618	2.584	2.555	2.527	2.503
7.471	5.312	4.437	3.948	3.63	3.406	3.238	3.106	3	2.913	2.84	2.777	2.723	2.676	2.634	2.597	2.564	2.534	2.507	2.482
7.444	5.289	4.416	3.927	3.611	3.386	3.218	3.087	2.981	2.894	2.821	2.758	2.704	2.657	2.615	2.578	2.545	2.515	2.488	2.463
7.419	5.268	4.396	3.908	3.592	3.368	3.2	3.069	2.963	2.876	2.803	2.74	2.686	2.639	2.597	2.56	2.527	2.497	2.47	2.445
7.396	5.248	4.377	3.89	3.574	3.351	3.183	3.052	2.946	2.859	2.786	2.723	2.669	2.622	2.58	2.543	2.51	2.48	2.453	2.428
7.373	5.229	4.36	3.873	3.558	3.334	3.167	3.036	2.93	2.843	2.77	2.707	2.653	2.606	2.564	2.527	2.494	2.464	2.437	2.412
7.353	5.211	4.343	3.858	3.542	3.319	3.152	3.021	2.915	2.828	2.755	2.692	2.638	2.591	2.549	2.512	2.479	2.449	2.421	2.397
7.333	5.194	4.327	3.843	3.528	3.305	3.137	3.006	2.901	2.814	2.741	2.678	2.624	2.577	2.535	2.498	2.465	2.434	2.407	2.382
7.314	5.179	4.313	3.828	3.514	3.291	3.124	2.993	2.888	2.801	2.727	2.665	2.611	2.563	2.522	2.484	2.451	2.421	2.394	2.369
7.296	5.163	4.299	3.815	3.501	3.278	3.111	2.98	2.875	2.788	2.715	2.652	2.598	2.551	2.509	2.472	2.438	2.408	2.381	2.356
7.28	5.149	4.285	3.802	3.488	3.266	3.099	2.968	2.863	2.776	2.703	2.64	2.586	2.539	2.497	2.46	2.426	2.396	2.369	2.344
7.264	5.136	4.273	3.79	3.476	3.254	3.087	2.957	2.851	2.764	2.691	2.629	2.575	2.527	2.485	2.448	2.415	2.385	2.357	2.332
7.248	5.123	4.261	3.778	3.465	3.243	3.076	2.946	2.84	2.754	2.68	2.618	2.564	2.516	2.475	2.437	2.404	2.374	2.346	2.321
7.234	5.11	4.249	3.767	3.454	3.232	3.066	2.935	2.83	2.743	2.67	2.608	2.553	2.506	2.464	2.427	2.393	2.363	2.336	2.311
7.22	5.099	4.238	3.757	3.444	3.222	3.056	2.925	2.82	2.733	2.66	2.598	2.544	2.496	2.454	2.417	2.384	2.353	2.326	2.301
7.207	5.087	4.228	3.747	3.434	3.213	3.046	2.916	2.811	2.724	2.651	2.588	2.534	2.487	2.445	2.408	2.374	2.344	2.316	2.291
7.194	5.077	4.218	3.737	3.425	3.204	3.037	2.907	2.802	2.715	2.642	2.579	2.525	2.478	2.436	2.399	2.365	2.335	2.307	2.282
7.182	5.066	4.208	3.728	3.416	3.195	3.028	2.898	2.793	2.706	2.633	2.571	2.517	2.469	2.427	2.39	2.356	2.326	2.299	2.274
7.171	5.057	4.199	3.72	3.408	3.186	3.02	2.89	2.785	2.698	2.625	2.562	2.508	2.461	2.419	2.382	2.348	2.318	2.29	2.265
7.159	5.047	4.191	3.711	3.4	3.178	3.012	2.882	2.777	2.69	2.617	2.555	2.5	2.453	2.411	2.374	2.34	2.31	2.282	2.257
7.149	5.038	4.182	3.703	3.392	3.171	3.005	2.874	2.769	2.683	2.61	2.547	2.493	2.445	2.403	2.366	2.333	2.302	2.275	2.25
7.139	5.03	4.174	3.695	3.384	3.163	2.997	2.867	2.762	2.675	2.602	2.54	2.486	2.438	2.396	2.359	2.325	2.295	2.267	2.242
7.129	5.021	4.167	3.688	3.377	3.156	2.99	2.86	2.755	2.668	2.595	2.533	2.479	2.431	2.389	2.352	2.318	2.288	2.26	2.235
7.119	5.013	4.159	3.681	3.37	3.149	2.983	2.853	2.748	2.662	2.589	2.526	2.472	2.424	2.382	2.345	2.311	2.281	2.253	2.228
7.11	5.006	4.152	3.674	3.363	3.143	2.977	2.847	2.742	2.655	2.582	2.52	2.465	2.418	2.376	2.339	2.305	2.275	2.247	2.222
7.102	4.998	4.145	3.667	3.357	3.136	2.971	2.841	2.736	2.649	2.576	2.513	2.459	2.412	2.37	2.332	2.299	2.268	2.241	2.215
7.093	4.991	4.138	3.661	3.351	3.13	2.965	2.835	2.73	2.643	2.57	2.507	2.453	2.406	2.364	2.326	2.293	2.262	2.235	2.209
7.085	4.984	4.132	3.655	3.345	3.124	2.959	2.829	2.724	2.637	2.564	2.502	2.447	2.4	2.358	2.32	2.287	2.256	2.229	2.203
7.077	4.977	4.126	3.649	3.339	3.119	2.953	2.823	2.718	2.632	2.559	2.496	2.442	2.394	2.352	2.315	2.281	2.251	2.223	2.198
7.07	4.971	4.12	3.643	3.333	3.113	2.948	2.818	2.713	2.626	2.553	2.491	2.436	2.389	2.347	2.309	2.276	2.245	2.218	2.192
7.062	4.965	4.114	3.638	3.328	3.108	2.942	2.813	2.708	2.621	2.548	2.486	2.431	2.384	2.342	2.304	2.27	2.24	2.212	2.187
7.055	4.959	4.109	3.632	3.323	3.103	2.937	2.808	2.703	2.616	2.543	2.481	2.426	2.379	2.337	2.299	2.265	2.235	2.207	2.182
7.048	4.953	4.103	3.627	3.318	3.098	2.932	2.803	2.698	2.611	2.538	2.476	2.421	2.374	2.332	2.294	2.26	2.23	2.202	2.177
7.042	4.947	4.098	3.622	3.313	3.093	2.928	2.798	2.693	2.607	2.534	2.471	2.417	2.369	2.327	2.289	2.256	2.225	2.198	2.172
7.035	4.942	4.093	3.618	3.308	3.088	2.923	2.793	2.689	2.602	2.529	2.466	2.412	2.365	2.322	2.285	2.251	2.221	2.193	2.168
7.029	4.937	4.088	3.613	3.304	3.084	2.919	2.789	2.684	2.598	2.525	2.462	2.408	2.36	2.318	2.28	2.247	2.216	2.188	2.163
7.023	4.932	4.083	3.608	3.299	3.08	2.914	2.785	2.68	2.593	2.52	2.458	2.403	2.356	2.314	2.276	2.242	2.212	2.184	2.159
7.017	4.927	4.079	3.604	3.295	3.075	2.91	2.781	2.676	2.589	2.516	2.454	2.399	2.352	2.31	2.272	2.238	2.208	2.18	2.155
7.011	4.922	4.074	3.6	3.291	3.071	2.906	2.777	2.672	2.585	2.512	2.45	2.395	2.348	2.306	2.268	2.234	2.204	2.176	2.15
7.006	4.917	4.07	3.596	3.287	3.067	2.902	2.773	2.668	2.581	2.508	2.446	2.391	2.344	2.302	2.264	2.23	2.2	2.172	2.146
7.001	4.913	4.066	3.591	3.283	3.063	2.898	2.769	2.664	2.578	2.504	2.442	2.388	2.34	2.298	2.26	2.226	2.196	2.168	2.143
6.995	4.908	4.062	3.588	3.279	3.06	2.895	2.765	2.66	2.574	2.501	2.438	2.384	2.336	2.294	2.256	2.223	2.192	2.164	2.139
6.99	4.904	4.058	3.584	3.275	3.056	2.891	2.762	2.657	2.57	2.497	2.435	2.38	2.333	2.29	2.253	2.219	2.188	2.161	2.135
6.985	4.9	4.054	3.58	3.272	3.052	2.887	2.758	2.653	2.567	2.494	2.431	2.377	2.329	2.287	2.249	2.215	2.185	2.157	2.132
6.981	4.896	4.05	3.577	3.268	3.049	2.884	2.755	2.65	2.563	2.49	2.428	2.373	2.326	2.284	2.246	2.212	2.181	2.154	2.128
6.976	4.892	4.047	3.573	3.265	3.046	2.881	2.751	2.647	2.56	2.487	2.424	2.37	2.322	2.28	2.243	2.209	2.178	2.15	2.125
6.971	4.888	4.043	3.57	3.261	3.042	2.877	2.748	2.644	2.557	2.484	2.421	2.367	2.319	2.277	2.239	2.206	2.175	2.147	2.122
6.967	4.884	4.04	3.566	3.258	3.039	2.874	2.745	2.64	2.554	2.481	2.418	2.364	2.316	2.274	2.236	2.202	2.172	2.144	2.118
6.963	4.881	4.036	3.563	3.255	3.036	2.871	2.742	2.637	2.551	2.478	2.415	2.361	2.313	2.271	2.233	2.199	2.169	2.141	2.115
6.959	4.877	4.033	3.56	3.252	3.033	2.868	2.739	2.634	2.548	2.475	2.412	2.358	2.31	2.268	2.23	2.196	2.166	2.138	2.112
6.954	4.874	4.03	3.557	3.249	3.03	2.865	2.736	2.632	2.545	2.472	2.409	2.355	2.307	2.265	2.227	2.193	2.163	2.135	2.109
6.95	4.87	4.027	3.554	3.246	3.027	2.863	2.733	2.629	2.542	2.469	2.406	2.352	2.304	2.262	2.224	2.191	2.16	2.132	2.106
6.947	4.867	4.024	3.551	3.243	3.025	2.86	2.731	2.626	2.539	2.466	2.404	2.349	2.302	2.259	2.222	2.188	2.157	2.129	2.104
6.943	4.864	4.021	3.548	3.24	3.022	2.857	2.728	2.623	2.537	2.464	2.401	2.347	2.299	2.257	2.219	2.185	2.154	2.126	2.101
6.939	4.861	4.018	3.545	3.238	3.019	2.854	2.725	2.621	2.534	2.461	2.398	2.344	2.296	2.254	2.216	2.182	2.152	2.124	2.098
6.935	4.858	4.015	3.543	3.235	3.017	2.852	2.723	2.618	2.532	2.459	2.396	2.342	2.294	2.252	2.214	2.18	2.149	2.121	2.096
6.932	4.855	4.012	3.54	3.233	3.014	2.849	2.72	2.616	2.529	2.456	2.393	2.339	2.291	2.249	2.211	2.177	2.147	2.119	2.093
6.928	4.852	4.01	3.538	3.23	3.012	2.847	2.718	2.613	2.527	2.454	2.391	2.337	2.289	2.247	2.209	2.175	2.144	2.116	2.091
6.925	4.849	4.007	3.535	3.228	3.009	2.845	2.715	2.611	2.524	2.451	2.389	2.334	2.286	2.244	2.206	2.172	2.142	2.114	2.088
6.922	4.846	4.004	3.533	3.225	3.007	2.842	2.713	2.609	2.522	2.449	2.386	2.332	2.284	2.242	2.204	2.17	2.139	2.111	2.086
6.919	4.844	4.002	3.53	3.223	3.004	2.84	2.711	2.606	2.52	2.447	2.384	2.33	2.282	2.24	2.202	2.168	2.137	2.109	2.083
6.915	4.841	3.999	3.528	3.221	3.002	2.838	2.709	2.604	2.518	2.444	2.382	2.327	2.28	2.237	2.2	2.166	2.135	2.107	2.081
6.912	4.838	3.997	3.525	3.218	3	2.835	2.706	2.602	2.515	2.442	2.38	2.325	2.277	2.235	2.197	2.163	2.133	2.105	2.079
6.909	4.836	3.995	3.523	3.216	2.998	2.833	2.704	2.6	2.513	2.44	2.378	2.323	2.275	2.233	2.195	2.161	2.13	2.102	2.077
6.906	4.833	3.992	3.521	3.214	2.996	2.831	2.702	2.598	2.511	2.438	2.375	2.321	2.273	2.231	2.193	2.159	2.128	2.1	2.075
6.904	4.831	3.99	3.519	3.212	2.994	2.829	2.7	2.596	2.509	2.436	2.373	2.319	2.271	2.229	2.191	2.157	2.126	2.098	2.073
6.901	4.829	3.988	3.517	3.21	2.992	2.827	2.698	2.594	2.507	2.434	2.371	2.317	2.269	2.227	2.189	2.155	2.124	2.096	2.071
6.898	4.826	3.986	3.515	3.208	2.99	2.825	2.696	2.592	2.505	2.432	2.369	2.315	2.267	2.225	2.187	2.153	2.122	2.094	2.069
6.895	4.824	3.984	3.513	3.206	2.988	2.823	2.694	2.59	2.503	2.43	2.368	2.313	2.265	2.223	2.185	2.151	2.12	2.092	2.067
6.893	4.822	3.982	3.511	3.204	2.986	2.821	2.692	2.588	2.501	2.428	2.366	2.311	2.263	2.221	2.183	2.149	2.118	2.09	2.065
6.89	4.819	3.98	3.509	3.202	2.984	2.82	2.691	2.586	2.5	2.427	2.364	2.309	2.262	2.219	2.181	2.147	2.117	2.089	2.063
6.888	4.817	3.978	3.507	3.2	2.982	2.818	2.689	2.584	2.498	2.425	2.362	2.308	2.26	2.217	2.18	2.146	2.115	2.087	2.061
6.885	4.815	3.976	3.505	3.198	2.98	2.816	2.687	2.583	2.496	2.423	2.36	2.306	2.258	2.216	2.178	2.144	2.113	2.085	2.059
6.883	4.813	3.974	3.503	3.197	2.979	2.814	2.685	2.581	2.494	2.421	2.359	2.304	2.256	2.214	2.176	2.142	2.111	2.083	2.057
6.88	4.811	3.972	3.501	3.195	2.977	2.813	2.684	2.579	2.493	2.42	2.357	2.302	2.255	2.212	2.174	2.14	2.109	2.081	2.056
6.878	4.809	3.97	3.5	3.193	2.975	2.811	2.682	2.578	2.491	2.418	2.355	2.301	2.253	2.211	2.173	2.139	2.108	2.08	2.054
6.876	4.807	3.968	3.498	3.191	2.973	2.809	2.68	2.576	2.489	2.416	2.354	2.299	2.251	2.209	2.171	2.137	2.106	2.078	2.052
6.873	4.805	3.967	3.496	3.19	2.972	2.808	2.679	2.574	2.488	2.415	2.352	2.298	2.25	2.207	2.169	2.135	2.105	2.076	2.051
6.871	4.803	3.965	3.495	3.188	2.97	2.806	2.677	2.573	2.486	2.413	2.35	2.296	2.248	2.206	2.168	2.134	2.103	2.075	2.049
6.869	4.802	3.963	3.493	3.187	2.969	2.805	2.676	2.571	2.485	2.412	2.349	2.294	2.247	2.204	2.166	2.132	2.101	2.073	2.048
6.867	4.8	3.961	3.491	3.185	2.967	2.803	2.674	2.57	2.483	2.41	2.347	2.293	2.245	2.203	2.165	2.131	2.1	2.072	2.046
6.865	4.798	3.96	3.49	3.184	2.966	2.801	2.673	2.568	2.482	2.409	2.346	2.291	2.244	2.201	2.163	2.129	2.098	2.07	2.044
6.863	4.796	3.958	3.488	3.182	2.964	2.8	2.671	2.567	2.48	2.407	2.344	2.29	2.242	2.2	2.162	2.128	2.097	2.069	2.043
6.861	4.795	3.957	3.487	3.181	2.963	2.799	2.67	2.565	2.479	2.406	2.343	2.289	2.241	2.198	2.16	2.126	2.095	2.067	2.042
6.859	4.793	3.955	3.485	3.179	2.961	2.797	2.668	2.564	2.477	2.404	2.342	2.287	2.239	2.197	2.159	2.125	2.094	2.066	2.04
6.857	4.791	3.954	3.484	3.178	2.96	2.796	2.667	2.563	2.476	2.403	2.34	2.286	2.238	2.196	2.158	2.123	2.093	2.064	2.039
6.855	4.79	3.952	3.482	3.176	2.959	2.794	2.666	2.561	2.475	2.402	2.339	2.284	2.237	2.194	2.156	2.122	2.091	2.063	2.037
6.853	4.788	3.951	3.481	3.175	2.957	2.793	2.664	2.56	2.473	2.4	2.338	2.283	2.235	2.193	2.155	2.121	2.09	2.062	2.036
6.851	4.787	3.949	3.48	3.174	2.956	2.792	2.663	2.559	2.472	2.399	2.336	2.282	2.234	2.192	2.154	2.119	2.089	2.06	2.035
6.849	4.785	3.948	3.478	3.172	2.955	2.79	2.662	2.557	2.471	2.398	2.335	2.281	2.233	2.19	2.152	2.118	2.087	2.059	2.033
6.847	4.783	3.946	3.477	3.171	2.953	2.789	2.66	2.556	2.47	2.396	2.334	2.279	2.231	2.189	2.151	2.117	2.086	2.058	2.032
6.846	4.782	3.945	3.476	3.17	2.952	2.788	2.659	2.555	2.468	2.395	2.333	2.278	2.23	2.188	2.15	2.116	2.085	2.056	2.031
6.844	4.781	3.944	3.474	3.168	2.951	2.787	2.658	2.554	2.467	2.394	2.331	2.277	2.229	2.186	2.149	2.114	2.083	2.055	2.029
6.842	4.779	3.942	3.473	3.167	2.95	2.786	2.657	2.552	2.466	2.393	2.33	2.276	2.228	2.185	2.147	2.113	2.082	2.054	2.028
6.84	4.778	3.941	3.472	3.166	2.948	2.784	2.655	2.551	2.465	2.392	2.329	2.274	2.227	2.184	2.146	2.112	2.081	2.053	2.027
6.839	4.776	3.94	3.47	3.165	2.947	2.783	2.654	2.55	2.464	2.39	2.328	2.273	2.225	2.183	2.145	2.111	2.08	2.052	2.026
6.837	4.775	3.938	3.469	3.164	2.946	2.782	2.653	2.549	2.462	2.389	2.327	2.272	2.224	2.182	2.144	2.11	2.079	2.05	2.025
6.835	4.774	3.937	3.468	3.162	2.945	2.781	2.652	2.548	2.461	2.388	2.325	2.271	2.223	2.181	2.143	2.108	2.077	2.049	2.023
6.834	4.772	3.936	3.467	3.161	2.944	2.78	2.651	2.547	2.46	2.387	2.324	2.27	2.222	2.179	2.141	2.107	2.076	2.048	2.022
6.832	4.771	3.935	3.466	3.16	2.943	2.779	2.65	2.546	2.459	2.386	2.323	2.269	2.221	2.178	2.14	2.106	2.075	2.047	2.021
6.831	4.77	3.933	3.465	3.159	2.942	2.778	2.649	2.544	2.458	2.385	2.322	2.268	2.22	2.177	2.139	2.105	2.074	2.046	2.02
6.829	4.768	3.932	3.463	3.158	2.94	2.776	2.648	2.543	2.457	2.384	2.321	2.267	2.219	2.176	2.138	2.104	2.073	2.045	2.019
6.828	4.767	3.931	3.462	3.157	2.939	2.775	2.647	2.542	2.456	2.383	2.32	2.266	2.218	2.175	2.137	2.103	2.072	2.044	2.018
6.826	4.766	3.93	3.461	3.156	2.938	2.774	2.646	2.541	2.455	2.382	2.319	2.265	2.217	2.174	2.136	2.102	2.071	2.043	2.017
6.825	4.765	3.929	3.46	3.155	2.937	2.773	2.645	2.54	2.454	2.381	2.318	2.264	2.216	2.173	2.135	2.101	2.07	2.042	2.016
6.824	4.763	3.928	3.459	3.154	2.936	2.772	2.644	2.539	2.453	2.38	2.317	2.263	2.215	2.172	2.134	2.1	2.069	2.041	2.015
6.822	4.762	3.927	3.458	3.153	2.935	2.771	2.643	2.538	2.452	2.379	2.316	2.262	2.214	2.171	2.133	2.099	2.068	2.04	2.014
6.821	4.761	3.926	3.457	3.152	2.934	2.77	2.642	2.537	2.451	2.378	2.315	2.261	2.213	2.17	2.132	2.098	2.067	2.039	2.013
6.819	4.76	3.925	3.456	3.151	2.933	2.769	2.641	2.536	2.45	2.377	2.314	2.26	2.212	2.169	2.131	2.097	2.066	2.038	2.012
6.818	4.759	3.924	3.455	3.15	2.932	2.769	2.64	2.536	2.449	2.376	2.313	2.259	2.211	2.168	2.13	2.096	2.065	2.037	2.011
6.817	4.758	3.923	3.454	3.149	2.931	2.768	2.639	2.535	2.448	2.375	2.312	2.258	2.21	2.167	2.129	2.095	2.064	2.036	2.01
6.815	4.757	3.922	3.453	3.148	2.931	2.767	2.638	2.534	2.447	2.374	2.311	2.257	2.209	2.166	2.128	2.094	2.063	2.035	2.009
6.814	4.756	3.921	3.452	3.147	2.93	2.766	2.637	2.533	2.446	2.373	2.31	2.256	2.208	2.165	2.127	2.093	2.062	2.034	2.008
6.813	4.755	3.92	3.451	3.146	2.929	2.765	2.636	2.532	2.445	2.372	2.31	2.255	2.207	2.165	2.127	2.092	2.061	2.033	2.007
6.812	4.754	3.919	3.45	3.145	2.928	2.764	2.635	2.531	2.445	2.371	2.309	2.254	2.206	2.164	2.126	2.091	2.06	2.032	2.006
6.81	4.753	3.918	3.449	3.144	2.927	2.763	2.634	2.53	2.444	2.371	2.308	2.253	2.205	2.163	2.125	2.091	2.06	2.031	2.005
6.809	4.751	3.917	3.449	3.143	2.926	2.762	2.634	2.529	2.443	2.37	2.307	2.252	2.205	2.162	2.124	2.09	2.059	2.03	2.005
6.808	4.75	3.916	3.448	3.142	2.925	2.761	2.633	2.528	2.442	2.369	2.306	2.252	2.204	2.161	2.123	2.089	2.058	2.03	2.004
6.807	4.749	3.915	3.447	3.142	2.924	2.761	2.632	2.528	2.441	2.368	2.305	2.251	2.203	2.16	2.122	2.088	2.057	2.029	2.003
6.806	4.749	3.914	3.446	3.141	2.924	2.76	2.631	2.527	2.44	2.367	2.305	2.25	2.202	2.159	2.121	2.087	2.056	2.028	2.002
6.805	4.748	3.913	3.445	3.14	2.923	2.759	2.63	2.526	2.44	2.366	2.304	2.249	2.201	2.159	2.121	2.086	2.055	2.027	2.001
6.803	4.747	3.912	3.444	3.139	2.922	2.758	2.629	2.525	2.439	2.366	2.303	2.248	2.2	2.158	2.12	2.086	2.055	2.026	2
6.802	4.746	3.911	3.443	3.138	2.921	2.757	2.629	2.524	2.438	2.365	2.302	2.248	2.2	2.157	2.119	2.085	2.054	2.025	2
6.801	4.745	3.91	3.443	3.137	2.92	2.757	2.628	2.524	2.437	2.364	2.301	2.247	2.199	2.156	2.118	2.084	2.053	2.025	1.999
6.8	4.744	3.91	3.442	3.137	2.92	2.756	2.627	2.523	2.436	2.363	2.301	2.246	2.198	2.156	2.117	2.083	2.052	2.024	1.998
6.799	4.743	3.909	3.441	3.136	2.919	2.755	2.626	2.522	2.436	2.363	2.3	2.245	2.197	2.155	2.117	2.082	2.051	2.023	1.997
6.798	4.742	3.908	3.44	3.135	2.918	2.754	2.626	2.521	2.435	2.362	2.299	2.245	2.197	2.154	2.116	2.082	2.051	2.022	1.996
6.797	4.741	3.907	3.439	3.134	2.917	2.754	2.625	2.521	2.434	2.361	2.298	2.244	2.196	2.153	2.115	2.081	2.05	2.022	1.996
6.796	4.74	3.906	3.439	3.134	2.917	2.753	2.624	2.52	2.434	2.36	2.298	2.243	2.195	2.153	2.114	2.08	2.049	2.021	1.995
6.795	4.739	3.906	3.438	3.133	2.916	2.752	2.623	2.519	2.433	2.36	2.297	2.242	2.194	2.152	2.114	2.079	2.048	2.02	1.994
6.794	4.739	3.905	3.437	3.132	2.915	2.751	2.623	2.519	2.432	2.359	2.296	2.242	2.194	2.151	2.113	2.079	2.048	2.019	1.993
6.793	4.738	3.904	3.436	3.131	2.914	2.751	2.622	2.518	2.431	2.358	2.296	2.241	2.193	2.15	2.112	2.078	2.047	2.019	1.993
6.792	4.737	3.903	3.436	3.131	2.914	2.75	2.621	2.517	2.431	2.358	2.295	2.24	2.192	2.15	2.112	2.077	2.046	2.018	1.992
6.791	4.736	3.903	3.435	3.13	2.913	2.749	2.621	2.516	2.43	2.357	2.294	2.24	2.192	2.149	2.111	2.077	2.046	2.017	1.991
6.79	4.735	3.902	3.434	3.129	2.912	2.749	2.62	2.516	2.429	2.356	2.294	2.239	2.191	2.148	2.11	2.076	2.045	2.017	1.991
6.789	4.735	3.901	3.433	3.129	2.912	2.748	2.619	2.515	2.429	2.356	2.293	2.238	2.19	2.148	2.11	2.075	2.044	2.016	1.99
6.788	4.734	3.9	3.433	3.128	2.911	2.747	2.619	2.515	2.428	2.355	2.292	2.238	2.19	2.147	2.109	2.075	2.044	2.015	1.989
6.787	4.733	3.9	3.432	3.127	2.91	2.747	2.618	2.514	2.427	2.354	2.292	2.237	2.189	2.146	2.108	2.074	2.043	2.015	1.989
6.786	4.732	3.899	3.431	3.127	2.91	2.746	2.617	2.513	2.427	2.354	2.291	2.236	2.188	2.146	2.108	2.073	2.042	2.014	1.988
6.785	4.731	3.898	3.431	3.126	2.909	2.745	2.617	2.513	2.426	2.353	2.29	2.236	2.188	2.145	2.107	2.073	2.042	2.013	1.987
6.785	4.731	3.898	3.43	3.125	2.908	2.745	2.616	2.512	2.426	2.352	2.29	2.235	2.187	2.144	2.106	2.072	2.041	2.013	1.987
6.784	4.73	3.897	3.429	3.125	2.908	2.744	2.616	2.511	2.425	2.352	2.289	2.234	2.186	2.144	2.106	2.071	2.04	2.012	1.986
6.783	4.729	3.896	3.429	3.124	2.907	2.744	2.615	2.511	2.424	2.351	2.288	2.234	2.186	2.143	2.105	2.071	2.04	2.011	1.985
